ensembl_gene_id mgi_symbol Symbol
ENSMUSG00000031453 Rasa3 Rasa3
ENSMUSG00000029602 Rasal1 Rasal1
ENSMUSG00000070565 Rasal2 Rasal2
ENSMUSG00000089809 Rasgef1b Rasgef1b
ENSMUSG00000020374 Rasgef1c Rasgef1c
ENSMUSG00000071042 Rasgrp3 Rasgrp3
ENSMUSG00000020684 Rasl10b Rasl10b
ENSMUSG00000049907 Rasl11b Rasl11b
ENSMUSG00000041696 Rasl12 Rasl12
ENSMUSG00000098132 Rassf10 Rassf10
ENSMUSG00000027339 Rassf2 Rassf2
ENSMUSG00000042129 Rassf4 Rassf4
ENSMUSG00000030259 Rassf8 Rassf8
ENSMUSG00000044921 Rassf9 Rassf9
ENSMUSG00000022105 Rb1 Rb1
ENSMUSG00000057236 Rbbp4 Rbbp4
ENSMUSG00000027466 Rbck1 Rbck1
ENSMUSG00000029136 Rbks Rbks
ENSMUSG00000031666 Rbl2 Rbl2
ENSMUSG00000032940 Rbm11 Rbm11
ENSMUSG00000024604 Rbm22 Rbm22
ENSMUSG00000029701 Rbm28 Rbm28
ENSMUSG00000031433 Rbm41 Rbm41
ENSMUSG00000042396 Rbm7 Rbm7
ENSMUSG00000040043 Rbms2 Rbms2
ENSMUSG00000031107 Rbmx2 Rbmx2
ENSMUSG00000014550 Rbsn Rbsn
ENSMUSG00000040423 Rc3h1 Rc3h1
ENSMUSG00000039601 Rcan2 Rcan2
ENSMUSG00000035469 Rcbtb1 Rcbtb1
ENSMUSG00000028896 Rcc1 Rcc1
ENSMUSG00000038930 Rccd1 Rccd1
ENSMUSG00000029397 Rchy1 Rchy1
ENSMUSG00000037395 Rcor3 Rcor3
ENSMUSG00000066441 Rdh11 Rdh11
ENSMUSG00000010362 Rdm1 Rdm1
ENSMUSG00000032050 Rdx Rdx
ENSMUSG00000030243 Recql Recql
ENSMUSG00000019873 Reep3 Reep3
ENSMUSG00000005873 Reep5 Reep5
ENSMUSG00000024927 Rela Rela
ENSMUSG00000002983 Relb Relb
ENSMUSG00000047881 Rell1 Rell1
ENSMUSG00000042453 Reln Reln
ENSMUSG00000019854 Reps1 Reps1
ENSMUSG00000040855 Reps2 Reps2
ENSMUSG00000029048 Rer1 Rer1
ENSMUSG00000033061 Resp18 Resp18
ENSMUSG00000029249 Rest Rest
ENSMUSG00000056666 Retsat Retsat
ENSMUSG00000032026 Rexo2 Rexo2
ENSMUSG00000029191 Rfc1 Rfc1
ENSMUSG00000023104 Rfc2 Rfc2
ENSMUSG00000020696 Rffl Rffl
ENSMUSG00000052395 Rft1 Rft1
ENSMUSG00000039316 Rftn1 Rftn1
ENSMUSG00000025978 Rftn2 Rftn2
ENSMUSG00000036120 Rfxank Rfxank
ENSMUSG00000070509 Rgma Rgma
ENSMUSG00000034175 Rhbdd3 Rhbdd3
ENSMUSG00000007815 Rhoa Rhoa
ENSMUSG00000054364 Rhob Rhob
ENSMUSG00000021589 Rhobtb3 Rhobtb3
ENSMUSG00000002233 Rhoc Rhoc
ENSMUSG00000073982 Rhog Rhog
ENSMUSG00000046768 Rhoj Rhoj
ENSMUSG00000024143 Rhoq Rhoq
ENSMUSG00000039960 Rhou Rhou
ENSMUSG00000030494 Rhpn2 Rhpn2
ENSMUSG00000038658 Ric1 Ric1
ENSMUSG00000048330 Ric3 Ric3
ENSMUSG00000050310 Rictor Rictor
ENSMUSG00000036202 Rif1 Rif1
ENSMUSG00000029392 Rilpl1 Rilpl1
ENSMUSG00000037386 Rims2 Rims2
ENSMUSG00000028999 Rint1 Rint1
ENSMUSG00000039194 Rlbp1 Rlbp1
ENSMUSG00000028229 Rmdn1 Rmdn1
ENSMUSG00000070730 Rmdn3 Rmdn3
ENSMUSG00000119584 Rn18s-rs5 Rn18s-rs5
ENSMUSG00002076161 Rn7sk Rn7sk
ENSMUSG00000020630 Rnaseh1 Rnaseh1
ENSMUSG00000021932 Rnaseh2b Rnaseh2b
ENSMUSG00000024925 Rnaseh2c Rnaseh2c
ENSMUSG00000001313 Rnd2 Rnd2
ENSMUSG00000052656 Rnf103 Rnf103
ENSMUSG00000010086 Rnf112 Rnf112
ENSMUSG00000039328 Rnf122 Rnf122
ENSMUSG00000041528 Rnf123 Rnf123
ENSMUSG00000036503 Rnf13 Rnf13
ENSMUSG00000020376 Rnf130 Rnf130
ENSMUSG00000020707 Rnf135 Rnf135
ENSMUSG00000060450 Rnf14 Rnf14
ENSMUSG00000030788 Rnf141 Rnf141
ENSMUSG00000020642 Rnf144a Rnf144a
ENSMUSG00000038876 Rnf146 Rnf146
ENSMUSG00000052949 Rnf157 Rnf157
ENSMUSG00000040746 Rnf167 Rnf167
ENSMUSG00000014074 Rnf168 Rnf168
ENSMUSG00000055850 Rnf181 Rnf181
ENSMUSG00000020496 Rnf187 Rnf187
ENSMUSG00000028309 Rnf20 Rnf20
ENSMUSG00000044628 Rnf208 Rnf208
ENSMUSG00000070327 Rnf213 Rnf213
ENSMUSG00000042790 Rnf214 Rnf214
ENSMUSG00000028677 Rnf220 Rnf220
ENSMUSG00000053128 Rnf26 Rnf26
ENSMUSG00000029474 Rnf34 Rnf34
ENSMUSG00000034928 Rnf44 Rnf44
ENSMUSG00000015478 Rnf5 Rnf5
ENSMUSG00000051234 Rnf7 Rnf7
ENSMUSG00000071573 Rnls Rnls
ENSMUSG00000026269 Rnpepl1 Rnpepl1
ENSMUSG00000065701 Rny1 Rny1
ENSMUSG00000064945 Rny3 Rny3
ENSMUSG00000022883 Robo1 Robo1
ENSMUSG00000024290 Rock1 Rock1
ENSMUSG00000032238 Rora Rora
ENSMUSG00000000751 Rpa1 Rpa1
ENSMUSG00000026005 Rpe Rpe
ENSMUSG00000028187 Rpf1 Rpf1
ENSMUSG00000033282 Rpgrip1l Rpgrip1l
ENSMUSG00000029608 Rph3a Rph3a
ENSMUSG00000024446 Rpp21 Rpp21
ENSMUSG00000024800 Rpp30 Rpp30
ENSMUSG00000051518 Rps19bp1 Rps19bp1
ENSMUSG00000003644 Rps6ka1 Rps6ka1
ENSMUSG00000021180 Rps6ka5 Rps6ka5
ENSMUSG00000019235 Rps6kl1 Rps6kl1
ENSMUSG00000070934 Rraga Rraga
ENSMUSG00000041658 Rragb Rragb
ENSMUSG00000038387 Rras Rras
ENSMUSG00000055723 Rras2 Rras2
ENSMUSG00000027422 Rrbp1 Rrbp1
ENSMUSG00000030978 Rrm1 Rrm1
ENSMUSG00000022292 Rrm2b Rrm2b
ENSMUSG00000022682 Rrn3 Rrn3
ENSMUSG00000061032 Rrp1 Rrp1
ENSMUSG00000035049 Rrp12 Rrp12
ENSMUSG00000023971 Rrp36 Rrp36
ENSMUSG00000034544 Rsrc1 Rsrc1
ENSMUSG00000037266 Rsrp1 Rsrp1
ENSMUSG00000026727 Rsu1 Rsu1
ENSMUSG00000034930 Rtkn Rtkn
ENSMUSG00000030401 Rtn2 Rtn2
ENSMUSG00000024758 Rtn3 Rtn3
ENSMUSG00000020458 Rtn4 Rtn4
ENSMUSG00000020375 Rufy1 Rufy1
ENSMUSG00000020070 Rufy2 Rufy2
ENSMUSG00000029291 Rufy3 Rufy3
ENSMUSG00000006575 Rundc3a Rundc3a
ENSMUSG00000040570 Rundc3b Rundc3b
ENSMUSG00000035969 Rusc2 Rusc2
ENSMUSG00000041079 Rwdd2b Rwdd2b
ENSMUSG00000039656 Rxrb Rxrb
ENSMUSG00000072872 Rybp Rybp
ENSMUSG00000032547 Ryk Ryk
ENSMUSG00000044080 S100a1 S100a1
ENSMUSG00000042312 S100a13 S100a13
ENSMUSG00000074457 S100a16 S100a16
ENSMUSG00000001025 S100a6 S100a6
ENSMUSG00000033208 S100b S100b
ENSMUSG00000043895 S1pr2 S1pr2
ENSMUSG00000045087 S1pr5 S1pr5
ENSMUSG00000025240 Sacm1l Sacm1l
ENSMUSG00000031665 Sall1 Sall1
ENSMUSG00000079003 Samd1 Samd1
ENSMUSG00000021838 Samd4 Samd4
ENSMUSG00000021770 Samd8 Samd8
ENSMUSG00000047735 Samd9l Samd9l
ENSMUSG00000020755 Sap30bp Sap30bp
ENSMUSG00000020519 Sap30l Sap30l
ENSMUSG00000026955 Sapcd2 Sapcd2
ENSMUSG00000031532 Saraf Saraf
ENSMUSG00000068739 Sars Sars
ENSMUSG00000070699 Sars2 Sars2
ENSMUSG00000015305 Sash1 Sash1
ENSMUSG00000027959 Sass6 Sass6
ENSMUSG00000025283 Sat1 Sat1
ENSMUSG00000069835 Sat2 Sat2
ENSMUSG00000038570 Saxo2 Saxo2
ENSMUSG00000045107 Saysd1 Saysd1
ENSMUSG00000025337 Sbds Sbds
ENSMUSG00000036529 Sbf1 Sbf1
ENSMUSG00000038371 Sbf2 Sbf2
ENSMUSG00000042978 Sbk1 Sbk1
ENSMUSG00000038095 Sbno1 Sbno1
ENSMUSG00000032018 Sc5d Sc5d
ENSMUSG00000033228 Scaf11 Scaf11
ENSMUSG00000040188 Scamp2 Scamp2
ENSMUSG00000028049 Scamp3 Scamp3
ENSMUSG00000040722 Scamp5 Scamp5
ENSMUSG00000032485 Scap Scap
ENSMUSG00000029426 Scarb2 Scarb2
ENSMUSG00000038936 Sccpdh Sccpdh
ENSMUSG00000037071 Scd1 Scd1
ENSMUSG00000025203 Scd2 Scd2
ENSMUSG00000062110 Scfd2 Scfd2
ENSMUSG00000050711 Scg2 Scg2
ENSMUSG00000032181 Scg3 Scg3
ENSMUSG00000023236 Scg5 Scg5
ENSMUSG00000027777 Schip1 Schip1
ENSMUSG00000026307 Scly Scly
ENSMUSG00000023033 Scn8a Scn8a
ENSMUSG00000092607 Scnm1 Scnm1
ENSMUSG00000028603 Scp2 Scp2
ENSMUSG00000031610 Scrg1 Scrg1
ENSMUSG00000022568 Scrib Scrib
ENSMUSG00000019124 Scrn1 Scrn1
ENSMUSG00000008226 Scrn3 Scrn3
ENSMUSG00000026584 Scyl3 Scyl3
ENSMUSG00000017009 Sdc4 Sdc4
ENSMUSG00000022769 Sdf2l1 Sdf2l1
ENSMUSG00000021577 Sdha Sdha
ENSMUSG00000009863 Sdhb Sdhb
ENSMUSG00000058076 Sdhc Sdhc
ENSMUSG00000024516 Sec11c Sec11c
ENSMUSG00000030298 Sec13 Sec13
ENSMUSG00000020823 Sec14l1 Sec14l1
ENSMUSG00000003585 Sec14l2 Sec14l2
ENSMUSG00000025816 Sec61a2 Sec61a2
ENSMUSG00000027706 Sec62 Sec62
ENSMUSG00000019802 Sec63 Sec63
ENSMUSG00000035139 Secisbp2 Secisbp2
ENSMUSG00000035093 Secisbp2l Secisbp2l
ENSMUSG00000020964 Sel1l Sel1l
ENSMUSG00000068874 Selenbp1 Selenbp1
ENSMUSG00000048163 Selplg Selplg
ENSMUSG00000028780 Sema3c Sema3c
ENSMUSG00000040254 Sema3d Sema3d
ENSMUSG00000026121 Sema4c Sema4c
ENSMUSG00000021451 Sema4d Sema4d
ENSMUSG00000000627 Sema4f Sema4f
ENSMUSG00000022231 Sema5a Sema5a
ENSMUSG00000019647 Sema6a Sema6a
ENSMUSG00000027200 Sema6d Sema6d
ENSMUSG00000038264 Sema7a Sema7a
ENSMUSG00000005204 Senp3 Senp3
ENSMUSG00000034252 Senp6 Senp6
ENSMUSG00000026662 Sephs1 Sephs1
ENSMUSG00000074884 Serf2 Serf2
ENSMUSG00000019877 Serinc1 Serinc1
ENSMUSG00000017707 Serinc3 Serinc3
ENSMUSG00000021703 Serinc5 Serinc5
ENSMUSG00000027808 Serp1 Serp1
ENSMUSG00000052584 Serp2 Serp2
ENSMUSG00000021091 Serpina3n Serpina3n
ENSMUSG00000044734 Serpinb1a Serpinb1a
ENSMUSG00000060147 Serpinb6a Serpinb6a
ENSMUSG00000027834 Serpini1 Serpini1
ENSMUSG00000055200 Sertad3 Sertad3
ENSMUSG00000056770 Setd3 Setd3
ENSMUSG00000037111 Setd7 Setd7
ENSMUSG00000034639 Setmar Setmar
ENSMUSG00000000632 Sez6 Sez6
ENSMUSG00000030683 Sez6l2 Sez6l2
ENSMUSG00000024853 Sf3b2 Sf3b2
ENSMUSG00000068856 Sf3b4 Sf3b4
ENSMUSG00000031548 Sfrp1 Sfrp1
ENSMUSG00000073468 Sft2d1 Sft2d1
ENSMUSG00000040848 Sft2d2 Sft2d2
ENSMUSG00000044982 Sft2d3 Sft2d3
ENSMUSG00000033720 Sfxn5 Sfxn5
ENSMUSG00000029156 Sgcb Sgcb
ENSMUSG00000004631 Sgce Sgce
ENSMUSG00000028524 Sgip1 Sgip1
ENSMUSG00000019970 Sgk1 Sgk1
ENSMUSG00000025915 Sgk3 Sgk3
ENSMUSG00000020097 Sgpl1 Sgpl1
ENSMUSG00000004937 Sgta Sgta
ENSMUSG00000005057 Sh2b2 Sh2b2
ENSMUSG00000005696 Sh2d1a Sh2d1a
ENSMUSG00000052631 Sh2d6 Sh2d6
ENSMUSG00000028843 Sh3bgrl3 Sh3bgrl3
ENSMUSG00000054520 Sh3bp2 Sh3bp2
ENSMUSG00000021892 Sh3bp5 Sh3bp5
ENSMUSG00000013646 Sh3bp5l Sh3bp5l
ENSMUSG00000028082 Sh3d19 Sh3d19
ENSMUSG00000003200 Sh3gl1 Sh3gl1
ENSMUSG00000028488 Sh3gl2 Sh3gl2
ENSMUSG00000030638 Sh3gl3 Sh3gl3
ENSMUSG00000037062 Sh3glb1 Sh3glb1
ENSMUSG00000026860 Sh3glb2 Sh3glb2
ENSMUSG00000040990 Sh3kbp1 Sh3kbp1
ENSMUSG00000044813 Shb Shb
ENSMUSG00000035109 Shc4 Shc4
ENSMUSG00000041889 Shisa4 Shisa4
ENSMUSG00000096883 Shisa8 Shisa8
ENSMUSG00000089832 Shkbp1 Shkbp1
ENSMUSG00000025403 Shmt2 Shmt2
ENSMUSG00000090112 Shprh Shprh
ENSMUSG00000018387 Shroom1 Shroom1
ENSMUSG00000045180 Shroom2 Shroom2
ENSMUSG00000029381 Shroom3 Shroom3
ENSMUSG00000041362 Shtn1 Shtn1
ENSMUSG00000036432 Siah2 Siah2
ENSMUSG00000034908 Sidt2 Sidt2
ENSMUSG00000051504 Siglech Siglech
ENSMUSG00000037112 Sik2 Sik2
ENSMUSG00000034135 Sik3 Sik3
ENSMUSG00000027854 Sike1 Sike1
ENSMUSG00000015149 Sirt2 Sirt2
ENSMUSG00000034748 Sirt6 Sirt6
ENSMUSG00000025138 Sirt7 Sirt7
ENSMUSG00000064326 Siva1 Siva1
ENSMUSG00000051367 Six1 Six1
ENSMUSG00000059182 Skap2 Skap2
ENSMUSG00000040356 Skiv2l Skiv2l
ENSMUSG00000022372 Sla Sla
ENSMUSG00000055717 Slain1 Slain1
ENSMUSG00000031684 Slc10a7 Slc10a7
ENSMUSG00000024597 Slc12a2 Slc12a2
ENSMUSG00000017765 Slc12a4 Slc12a4
ENSMUSG00000037344 Slc12a9 Slc12a9
ENSMUSG00000018459 Slc13a3 Slc13a3
ENSMUSG00000020805 Slc13a5 Slc13a5
ENSMUSG00000022899 Slc15a2 Slc15a2
ENSMUSG00000024737 Slc15a3 Slc15a3
ENSMUSG00000029416 Slc15a4 Slc15a4
ENSMUSG00000032902 Slc16a1 Slc16a1
ENSMUSG00000030500 Slc17a6 Slc17a6
ENSMUSG00000024935 Slc1a1 Slc1a1
ENSMUSG00000005089 Slc1a2 Slc1a2
ENSMUSG00000005360 Slc1a3 Slc1a3
ENSMUSG00000001918 Slc1a5 Slc1a5
ENSMUSG00000037656 Slc20a2 Slc20a2
ENSMUSG00000022199 Slc22a17 Slc22a17
ENSMUSG00000038267 Slc22a23 Slc22a23
ENSMUSG00000018900 Slc22a5 Slc22a5
ENSMUSG00000037996 Slc24a2 Slc24a2
ENSMUSG00000003528 Slc25a1 Slc25a1
ENSMUSG00000025792 Slc25a10 Slc25a10
ENSMUSG00000027010 Slc25a12 Slc25a12
ENSMUSG00000015112 Slc25a13 Slc25a13
ENSMUSG00000031482 Slc25a15 Slc25a15
ENSMUSG00000004902 Slc25a18 Slc25a18
ENSMUSG00000020744 Slc25a19 Slc25a19
ENSMUSG00000046329 Slc25a23 Slc25a23
ENSMUSG00000045100 Slc25a26 Slc25a26
ENSMUSG00000023912 Slc25a27 Slc25a27
ENSMUSG00000021265 Slc25a29 Slc25a29
ENSMUSG00000032519 Slc25a38 Slc25a38
ENSMUSG00000031633 Slc25a4 Slc25a4
ENSMUSG00000002346 Slc25a42 Slc25a42
ENSMUSG00000050144 Slc25a44 Slc25a44
ENSMUSG00000024818 Slc25a45 Slc25a45
ENSMUSG00000024259 Slc25a46 Slc25a46
ENSMUSG00000045973 Slc25a51 Slc25a51
ENSMUSG00000039908 Slc26a11 Slc26a11
ENSMUSG00000031808 Slc27a1 Slc27a1
ENSMUSG00000059316 Slc27a4 Slc27a4
ENSMUSG00000020100 Slc29a3 Slc29a3
ENSMUSG00000028645 Slc2a1 Slc2a1
ENSMUSG00000036067 Slc2a6 Slc2a6
ENSMUSG00000026791 Slc2a8 Slc2a8
ENSMUSG00000029221 Slc30a9 Slc30a9
ENSMUSG00000066152 Slc31a2 Slc31a2
ENSMUSG00000027822 Slc33a1 Slc33a1
ENSMUSG00000031156 Slc35a2 Slc35a2
ENSMUSG00000033272 Slc35a4 Slc35a4
ENSMUSG00000022664 Slc35a5 Slc35a5
ENSMUSG00000020873 Slc35b1 Slc35b1
ENSMUSG00000037089 Slc35b2 Slc35b2
ENSMUSG00000048807 Slc35e4 Slc35e4
ENSMUSG00000029175 Slc35f6 Slc35f6
ENSMUSG00000022462 Slc38a2 Slc38a2
ENSMUSG00000047789 Slc38a9 Slc38a9
ENSMUSG00000052310 Slc39a1 Slc39a1
ENSMUSG00000046822 Slc39a3 Slc39a3
ENSMUSG00000053897 Slc39a8 Slc39a8
ENSMUSG00000048833 Slc39a9 Slc39a9
ENSMUSG00000038178 Slc43a2 Slc43a2
ENSMUSG00000028412 Slc44a1 Slc44a1
ENSMUSG00000057193 Slc44a2 Slc44a2
ENSMUSG00000039838 Slc45a1 Slc45a1
ENSMUSG00000081534 Slc48a1 Slc48a1
ENSMUSG00000028962 Slc4a2 Slc4a2
ENSMUSG00000027953 Slc50a1 Slc50a1
ENSMUSG00000089774 Slc5a3 Slc5a3
ENSMUSG00000000792 Slc5a5 Slc5a5
ENSMUSG00000030310 Slc6a1 Slc6a1
ENSMUSG00000019894 Slc6a15 Slc6a15
ENSMUSG00000030096 Slc6a6 Slc6a6
ENSMUSG00000052026 Slc6a7 Slc6a7
ENSMUSG00000019558 Slc6a8 Slc6a8
ENSMUSG00000028542 Slc6a9 Slc6a9
ENSMUSG00000054640 Slc8a1 Slc8a1
ENSMUSG00000079055 Slc8a3 Slc8a3
ENSMUSG00000032754 Slc8b1 Slc8b1
ENSMUSG00000020733 Slc9a3r1 Slc9a3r1
ENSMUSG00000002504 Slc9a3r2 Slc9a3r2
ENSMUSG00000060681 Slc9a6 Slc9a6
ENSMUSG00000039463 Slc9a8 Slc9a8
ENSMUSG00000031129 Slc9a9 Slc9a9
ENSMUSG00000025790 Slco3a1 Slco3a1
ENSMUSG00000072620 Slfn2 Slfn2
ENSMUSG00000025020 Slit1 Slit1
ENSMUSG00000048304 Slitrk3 Slitrk3
ENSMUSG00000025060 Slk Slk
ENSMUSG00000032212 Sltm Sltm
ENSMUSG00000020409 Slu7 Slu7
ENSMUSG00000059772 Slx1b Slx1b
ENSMUSG00000027281 Slx4ip Slx4ip
ENSMUSG00000025880 Smad7 Smad7
ENSMUSG00000027796 Smad9 Smad9
ENSMUSG00000026155 Smap1 Smap1
ENSMUSG00000032870 Smap2 Smap2
ENSMUSG00000032187 Smarca4 Smarca4
ENSMUSG00000031715 Smarca5 Smarca5
ENSMUSG00000039354 Smarcal1 Smarcal1
ENSMUSG00000000902 Smarcb1 Smarcb1
ENSMUSG00000025369 Smarcc2 Smarcc2
ENSMUSG00000023018 Smarcd1 Smarcd1
ENSMUSG00000034349 Smc4 Smc4
ENSMUSG00000020608 Smc6 Smc6
ENSMUSG00000043298 Smco3 Smco3
ENSMUSG00000022452 Smdt1 Smdt1
ENSMUSG00000042772 Smg7 Smg7
ENSMUSG00000002210 Smg9 Smg9
ENSMUSG00000078350 Smim1 Smim1
ENSMUSG00000042380 Smim12 Smim12
ENSMUSG00000091264 Smim13 Smim13
ENSMUSG00000037822 Smim14 Smim14
ENSMUSG00000071180 Smim15 Smim15
ENSMUSG00000031534 Smim19 Smim19
ENSMUSG00000061461 Smim20 Smim20
ENSMUSG00000038059 Smim3 Smim3
ENSMUSG00000044600 Smim7 Smim7
ENSMUSG00000025024 Smndc1 Smndc1
ENSMUSG00000021136 Smoc1 Smoc1
ENSMUSG00000027333 Smox Smox
ENSMUSG00000031906 Smpd3 Smpd3
ENSMUSG00000019872 Smpdl3a Smpdl3a
ENSMUSG00000020439 Smtn Smtn
ENSMUSG00000036061 Smug1 Smug1
ENSMUSG00000038780 Smurf1 Smurf1
ENSMUSG00000018363 Smurf2 Smurf2
ENSMUSG00000027287 Snap23 Snap23
ENSMUSG00000022765 Snap29 Snap29
ENSMUSG00000033419 Snap91 Snap91
ENSMUSG00000032398 Snapc5 Snapc5
ENSMUSG00000001018 Snapin Snapin
ENSMUSG00000025889 Snca Snca
ENSMUSG00000047793 Sned1 Sned1
ENSMUSG00000006058 Snf8 Snf8
ENSMUSG00000100826 Snhg14 Snhg14
ENSMUSG00000097195 Snhg5 Snhg5
ENSMUSG00000098234 Snhg6 Snhg6
ENSMUSG00000001158 Snrnp27 Snrnp27
ENSMUSG00000029402 Snrnp35 Snrnp35
ENSMUSG00000063511 Snrnp70 Snrnp70
ENSMUSG00000027404 Snrpb Snrpb
ENSMUSG00000024217 Snrpc Snrpc
ENSMUSG00000020180 Snrpd3 Snrpd3
ENSMUSG00000102252 Snrpn Snrpn
ENSMUSG00000021039 Snw1 Snw1
ENSMUSG00000032382 Snx1 Snx1
ENSMUSG00000020876 Snx11 Snx11
ENSMUSG00000024787 Snx15 Snx15
ENSMUSG00000029146 Snx17 Snx17
ENSMUSG00000039452 Snx22 Snx22
ENSMUSG00000024535 Snx24 Snx24
ENSMUSG00000028136 Snx27 Snx27
ENSMUSG00000071669 Snx29 Snx29
ENSMUSG00000019804 Snx3 Snx3
ENSMUSG00000028385 Snx30 Snx30
ENSMUSG00000056185 Snx32 Snx32
ENSMUSG00000027423 Snx5 Snx5
ENSMUSG00000005656 Snx6 Snx6
ENSMUSG00000029560 Snx8 Snx8
ENSMUSG00000002365 Snx9 Snx9
ENSMUSG00000048379 Socs4 Socs4
ENSMUSG00000055485 Soga1 Soga1
ENSMUSG00000038916 Soga3 Soga3
ENSMUSG00000022091 Sorbs3 Sorbs3
ENSMUSG00000043531 Sorcs1 Sorcs1
ENSMUSG00000063434 Sorcs3 Sorcs3
ENSMUSG00000049313 Sorl1 Sorl1
ENSMUSG00000068747 Sort1 Sort1
ENSMUSG00000024241 Sos1 Sos1
ENSMUSG00000034801 Sos2 Sos2
ENSMUSG00000044352 Sowaha Sowaha
ENSMUSG00000033006 Sox10 Sox10
ENSMUSG00000074637 Sox2 Sox2
ENSMUSG00000061517 Sox21 Sox21
ENSMUSG00000105265 Sox2ot Sox2ot
ENSMUSG00000024176 Sox8 Sox8
ENSMUSG00000001280 Sp1 Sp1
ENSMUSG00000018678 Sp2 Sp2
ENSMUSG00000020859 Spag9 Spag9
ENSMUSG00000018593 Sparc Sparc
ENSMUSG00000029309 Sparcl1 Sparcl1
ENSMUSG00000024068 Spast Spast
ENSMUSG00000021990 Spata13 Spata13
ENSMUSG00000024352 Spata24 Spata24
ENSMUSG00000021917 Spcs1 Spcs1
ENSMUSG00000035227 Spcs2 Spcs2
ENSMUSG00000042331 Specc1 Specc1
ENSMUSG00000072663 Spef2 Spef2
ENSMUSG00000036580 Spg20 Spg20
ENSMUSG00000057342 Sphk2 Sphk2
ENSMUSG00000026163 Sphkap Sphkap
ENSMUSG00000041974 Spidr Spidr
ENSMUSG00000030741 Spns1 Spns1
ENSMUSG00000040447 Spns2 Spns2
ENSMUSG00000056222 Spock1 Spock1
ENSMUSG00000054162 Spock3 Spock3
ENSMUSG00000057522 Spop Spop
ENSMUSG00000035206 Sppl2b Sppl2b
ENSMUSG00000033735 Spr Spr
ENSMUSG00000027351 Spred1 Spred1
ENSMUSG00000037211 Spry1 Spry1
ENSMUSG00000021930 Spryd7 Spryd7
ENSMUSG00000039911 Spsb1 Spsb1
ENSMUSG00000020315 Sptbn1 Sptbn1
ENSMUSG00000021468 Sptlc1 Sptlc1
ENSMUSG00000021036 Sptlc2 Sptlc2
ENSMUSG00000044408 Sptssa Sptssa
ENSMUSG00000022351 Sqle Sqle
ENSMUSG00000015837 Sqstm1 Sqstm1
ENSMUSG00000038453 Srcin1 Srcin1
ENSMUSG00000021594 Srd5a1 Srd5a1
ENSMUSG00000029233 Srd5a3 Srd5a3
ENSMUSG00000020538 Srebf1 Srebf1
ENSMUSG00000022463 Srebf2 Srebf2
ENSMUSG00000024528 Srfbp1 Srfbp1
ENSMUSG00000020121 Srgap1 Srgap1
ENSMUSG00000020077 Srgn Srgn
ENSMUSG00000003161 Sri Sri
ENSMUSG00000006442 Srm Srm
ENSMUSG00000009549 Srp14 Srp14
ENSMUSG00000014504 Srp19 Srp19
ENSMUSG00000062604 Srpk2 Srpk2
ENSMUSG00000001323 Srr Srr
ENSMUSG00000054679 Srsf12 Srsf12
ENSMUSG00000028911 Srsf4 Srsf4
ENSMUSG00000037013 Ss18 Ss18
ENSMUSG00000026966 Ssna1 Ssna1
ENSMUSG00000030255 Sspn Sspn
ENSMUSG00000021427 Ssr1 Ssr1
ENSMUSG00000041355 Ssr2 Ssr2
ENSMUSG00000027828 Ssr3 Ssr3
ENSMUSG00000002014 Ssr4 Ssr4
ENSMUSG00000022403 St13 St13
ENSMUSG00000033740 St18 St18
ENSMUSG00000028538 St3gal3 St3gal3
ENSMUSG00000032038 St3gal4 St3gal4
ENSMUSG00000022885 St6gal1 St6gal1
ENSMUSG00000052544 St6galnac3 St6galnac3
ENSMUSG00000045576 St7l St7l
ENSMUSG00000025425 St8sia5 St8sia5
ENSMUSG00000025862 Stag2 Stag2
ENSMUSG00000026718 Stam Stam
ENSMUSG00000055371 Stam2 Stam2
ENSMUSG00000006906 Stambp Stambp
ENSMUSG00000016128 Stard13 Stard13
ENSMUSG00000018167 Stard3 Stard3
ENSMUSG00000003062 Stard3nl Stard3nl
ENSMUSG00000024378 Stard4 Stard4
ENSMUSG00000033705 Stard9 Stard9
ENSMUSG00000026104 Stat1 Stat1
ENSMUSG00000039536 Stau1 Stau1
ENSMUSG00000030987 Stim1 Stim1
ENSMUSG00000024966 Stip1 Stip1
ENSMUSG00000061207 Stk19 Stk19
ENSMUSG00000027030 Stk39 Stk39
ENSMUSG00000028832 Stmn1 Stmn1
ENSMUSG00000022044 Stmn4 Stmn4
ENSMUSG00000063529 Stmnd1 Stmnd1
ENSMUSG00000020961 Ston2 Ston2
ENSMUSG00000038143 Stox2 Stox2
ENSMUSG00000030224 Strap Strap
ENSMUSG00000024077 Strn Strn
ENSMUSG00000030374 Strn4 Strn4
ENSMUSG00000032116 Stt3a Stt3a
ENSMUSG00000028879 Stx12 Stx12
ENSMUSG00000061455 Stx17 Stx17
ENSMUSG00000029428 Stx2 Stx2
ENSMUSG00000030805 Stx4a Stx4a
ENSMUSG00000026470 Stx6 Stx6
ENSMUSG00000019998 Stx7 Stx7
ENSMUSG00000026797 Stxbp1 Stxbp1
ENSMUSG00000004626 Stxbp2 Stxbp2
ENSMUSG00000027882 Stxbp3 Stxbp3
ENSMUSG00000046314 Stxbp6 Stxbp6
ENSMUSG00000006800 Sulf2 Sulf2
ENSMUSG00000030711 Sult1a1 Sult1a1
ENSMUSG00000042524 Sun2 Sun2
